val_mIoU,val_F1,val_OA,val_Dice,epoch,step,train_mIoU,train_F1,train_OA,train_Dice
0.8734698368286165,0.9288256306117624,0.9835549449386383,0.9288256306117624,42,30701,,,,
,,,,42,30701,0.8689334482317548,0.9260255544686153,0.9818535151601839,0.9260255544686153
0.8704121110601348,0.9268938101083115,0.983012397082246,0.9268938101083115,43,31415,,,,
,,,,43,31415,0.8689957321953301,0.9260650026381836,0.9818657012212844,0.9260650026381836
0.8718160765573766,0.9277754280589745,0.9833506990213688,0.9277754280589745,44,32129,,,,
,,,,44,32129,0.8674011987627834,0.9250641145704394,0.9814210826275396,0.9250641145704392
0.8707298129474138,0.9270832632767031,0.9832220825494504,0.9270832632767031,45,32843,,,,
,,,,45,32843,0.8650011738842034,0.9235304154416579,0.9810240936546433,0.9235304154416579
0.8708492576913948,0.9271717129193231,0.9830766225061497,0.927171712919323,46,33557,,,,
,,,,46,33557,0.8639847983389537,0.9228733088358383,0.9809225974630575,0.9228733088358383
0.8702736700413671,0.9268057938639824,0.9829914910452706,0.9268057938639824,47,34271,,,,
,,,,47,34271,0.8659552843893845,0.9241445093062053,0.9811379548882236,0.9241445093062053
0.8711895309805366,0.9273895347580585,0.9831048099934554,0.9273895347580585,48,34985,,,,
,,,,48,34985,0.8642652733859031,0.9230623656437817,0.9808573235316771,0.9230623656437817
0.8729854738360465,0.9285217142608208,0.983451206811002,0.9285217142608209,49,35699,,,,
,,,,49,35699,0.867930944510511,0.9254153439361809,0.9813349667717429,0.9254153439361809
0.8738678458598204,0.9290746333520947,0.9836472423136735,0.9290746333520947,50,36413,,,,
,,,,50,36413,0.8701151661964628,0.9267903711936424,0.9818624702154422,0.9267903711936424
0.8732501867318838,0.9286817510810201,0.9835889566512335,0.9286817510810201,51,37127,,,,
,,,,51,37127,0.8691331907552552,0.9261522245660294,0.9818903151012602,0.9261522245660293
0.8759380471338765,0.9303788961667459,0.9839638040847137,0.9303788961667459,52,37841,,,,
,,,,52,37841,0.8710943495404067,0.9274230311962335,0.9818637304279316,0.9274230311962335
0.8747276591189495,0.9296174466499104,0.983772344615947,0.9296174466499104,53,38555,,,,
,,,,53,38555,0.8724757207012018,0.9282700254085838,0.9824368219081762,0.9282700254085837
0.8770078041932972,0.9310537610150715,0.9840864333785883,0.9310537610150715,54,39269,,,,
,,,,54,39269,0.8742262045296652,0.9294014097051218,0.9823491513228216,0.9294014097051218
0.8768601029283893,0.9309644298047781,0.984017743449919,0.930964429804778,55,39983,,,,
,,,,55,39983,0.8748683072265129,0.9297884209650014,0.9826802940261798,0.9297884209650014
0.87703172662623,0.9310728184981623,0.984034261783632,0.9310728184981623,56,40697,,,,
,,,,56,40697,0.875958878097797,0.930467883798916,0.98293021079205,0.930467883798916
0.8764941388683714,0.9307404101533475,0.9838832873924106,0.9307404101533475,57,41411,,,,
,,,,57,41411,0.8755084759183731,0.9302197434224646,0.982386712600537,0.9302197434224646
0.8780047575871006,0.9316798136598741,0.9842224768897733,0.9316798136598741,58,42125,,,,
,,,,58,42125,0.876067099773945,0.9305629748410725,0.9825751167051598,0.9305629748410725
0.8772073186010265,0.9311862749260555,0.9840152283676532,0.9311862749260555,59,42839,,,,
,,,,59,42839,0.8768099892652814,0.9310046726654615,0.983022570943966,0.9310046726654614
0.8779465221086129,0.9316436385069876,0.984209514131733,0.9316436385069877,60,43553,,,,
,,,,60,43553,0.8759200268340789,0.9304509308982603,0.9828224562797225,0.9304509308982603
0.8777507587315723,0.9315228325332452,0.9841544447826738,0.9315228325332453,61,44267,,,,
,,,,61,44267,0.8747433222464673,0.9297241283439718,0.982466849960199,0.9297241283439718
0.8787651077173919,0.9321476632953598,0.9844494660695394,0.9321476632953598,62,44981,,,,
,,,,62,44981,0.8754133632423147,0.9301347907701795,0.9827151966362107,0.9301347907701794
0.8766572043298201,0.9308353363341793,0.9840106282915387,0.9308353363341793,63,45695,,,,
,,,,63,45695,0.874902060297637,0.9298163910227402,0.9825942937065574,0.9298163910227402
0.8741392789540584,0.9292527072768304,0.9835979971899038,0.9292527072768303,64,46409,,,,
,,,,64,46409,0.8771525384046468,0.93123133572395,0.9829091551591035,0.9312313357239501
0.8760657844352892,0.9304693210053672,0.9838450536006639,0.9304693210053671,65,47123,,,,
,,,,65,47123,0.8745599100083901,0.9295817409300708,0.9828025640225878,0.9295817409300708
0.8741506685082179,0.9292639984280928,0.9835446435196393,0.9292639984280928,66,47837,,,,
,,,,66,47837,0.8741146611154296,0.9293201311240867,0.9824801339488738,0.9293201311240868
